,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
1484,4347,4347,/players/t/tayloje03.html,Jeff Taylor,2013,2015,F,Vanderbilt,6-7,225.0,"May 23, 1989",0.409,132,6.1,0.665,2.3,5.5,1.0,1.4,0.6,1.9,0.319,0.465,8.9,-1.5,-4.2,0.024,1.3,0.483,134.0,14.2,0.693,5.0,10.3,3.4,4.9,0.9,2.4,0.358
1485,4348,4348,/players/t/tayloje02.html,Jermaine Taylor,2010,2011,G,Central Florida,6-4,210.0,"December 8, 1986",0.441,65,5.4,0.73,2.1,4.8,0.8,1.1,0.3,1.0,0.284,0.471,11.9,-0.3,-3.7,0.014,0.2,0.466,122.0,16.2,0.764,5.8,12.5,2.5,3.3,2.1,5.5,0.376
1486,4349,4349,/players/t/taylojo01.html,Johnny Taylor,1998,2000,F,"Indian Hills Community College, Chattanooga",6-9,220.0,"June 4, 1974",0.402,54,4.7,0.718,1.9,4.6,0.5,0.7,0.5,1.3,0.394,0.458,8.7,-0.4,-4.0,0.007,0.1,0.497,62.0,17.3,0.692,6.4,12.8,3.4,5.0,1.1,3.2,0.337
1487,4351,4351,/players/t/tayloma01.html,Maurice Taylor,1998,2007,F,"Michigan, LSU",6-9,260.0,"October 30, 1976",0.466,534,11.0,0.711,4.6,9.9,1.8,2.5,0.0,0.1,0.152,0.467,13.1,-5.3,-3.6,0.036,9.9,0.497,98.0,12.9,0.642,5.4,10.8,2.1,3.2,0.1,0.2,0.313
1488,4352,4352,/players/t/taylomi01.html,Mike Taylor,2009,2009,G,Iowa State,6-2,165.0,"January 21, 1986",0.412,51,5.7,0.691,2.2,5.2,1.1,1.6,0.3,0.8,0.325,0.436,10.1,-0.6,-5.2,-0.028,-0.4,0.376,31.0,16.0,0.682,5.3,14.2,2.8,4.2,2.5,6.9,0.36
1489,4355,4355,/players/t/taylote01.html,Terry Taylor,2022,2022,G-F,Austin Peay State University,6-5,230.0,"September 23, 1999",0.614,33,9.6,0.706,4.1,6.7,1.1,1.5,0.4,1.2,0.316,0.641,19.0,0.3,-0.6,0.16,2.4,0.536,127.0,19.7,0.725,7.6,14.2,3.3,4.6,1.2,3.5,0.341
1490,4356,4356,/players/t/tayloty01.html,Tyshawn Taylor,2013,2014,G,Kansas,6-3,185.0,"April 12, 1990",0.354,61,2.9,0.684,1.0,2.9,0.6,0.9,0.1,0.4,0.36,0.379,5.8,-0.8,-8.1,-0.088,-0.9,0.477,146.0,10.8,0.708,3.8,7.9,2.5,3.5,0.8,2.2,0.37
1491,4359,4359,/players/t/teaguje01.html,Jeff Teague,2010,2021,G,Wake Forest,6-3,195.0,"June 10, 1988",0.444,826,12.2,0.844,4.3,9.7,2.7,3.2,0.9,2.4,0.36,0.489,16.8,14.3,0.6,0.113,52.4,0.462,61.0,16.4,0.812,5.2,11.2,4.8,5.9,1.3,3.0,0.421
1492,4360,4360,/players/t/teaguma01.html,Marquis Teague,2013,2018,G,Kentucky,6-2,189.0,"February 28, 1993",0.343,91,2.4,0.661,0.9,2.7,0.4,0.6,0.1,0.5,0.222,0.363,4.9,-1.0,-6.5,-0.045,-0.9,0.412,40.0,10.0,0.714,3.6,8.8,2.1,3.0,0.7,2.0,0.325
1493,4363,4363,/players/t/templco01.html,Collis Temple,1975,1975,F,LSU,6-8,220.0,"November 8, 1952",0.415,24,1.8,0.8,0.7,1.7,0.3,0.4,0.0,0.0,0.0,0.415,12.9,0.0,-3.0,0.067,0.1,0.438,115.0,10.1,0.766,3.3,7.5,2.1,2.7,1.5,4.0,0.372
1494,4364,4364,/players/t/templga01.html,Garrett Temple,2010,2022,G,LSU,6-5,195.0,"May 8, 1986",0.402,691,6.4,0.74,2.3,5.7,0.8,1.1,1.0,2.9,0.344,0.49,9.4,-0.4,-2.1,0.053,16.2,0.371,134.0,6.7,0.783,2.2,5.9,1.5,1.9,0.8,3.0,0.278
1495,4372,4372,/players/t/terryja01.html,Jason Terry,2000,2018,G,Arizona,6-2,185.0,"September 15, 1977",0.444,1410,13.4,0.845,4.9,11.1,2.0,2.3,1.6,4.3,0.38,0.517,16.2,37.4,1.5,0.116,102.0,0.443,129.0,11.3,0.784,3.8,8.6,2.3,2.9,1.5,4.0,0.374
1496,4373,4373,/players/t/terryty01.html,Tyrell Terry,2021,2022,G,Stanford,6-2,160.0,"September 28, 2000",0.353,13,1.0,0.333,0.5,1.3,0.1,0.2,0.0,0.5,0.0,0.353,6.7,0.0,-4.8,-0.035,0.0,0.441,31.0,14.6,0.891,4.7,10.7,3.2,3.5,2.0,4.9,0.408
1497,4384,4384,/players/t/thomaad01.html,Adonis Thomas,2014,2014,F,Memphis,6-7,200.0,"March 25, 1993",0.429,6,2.3,1.0,1.0,2.3,0.2,0.2,0.2,0.8,0.2,0.464,7.3,0.0,-6.2,0.001,0.0,0.426,55.0,10.7,0.745,4.1,9.5,1.9,2.5,0.7,2.3,0.325
1498,4385,4385,/players/t/thomabi01.html,Billy Thomas,2005,2008,G,Kansas,6-4,208.0,"December 23, 1975",0.338,53,2.7,0.846,1.0,2.8,0.2,0.2,0.6,1.9,0.304,0.44,7.8,-0.2,-3.2,0.039,0.4,0.427,137.0,8.4,0.722,3.0,7.0,0.5,0.7,2.0,5.0,0.389
1499,4387,4387,/players/t/thomaca02.html,Cam Thomas,2022,2022,G,LSU,6-4,210.0,"October 13, 2001",0.433,67,8.5,0.829,3.3,7.5,1.3,1.6,0.7,2.6,0.27,0.48,11.7,-0.4,-3.4,0.033,0.8,0.406,29.0,23.0,0.882,7.0,17.2,6.7,7.6,2.3,7.2,0.325
1500,4388,4388,/players/t/thomaca01.html,Carl Thomas,1992,1998,G,Eastern Michigan,6-4,175.0,"October 3, 1969",0.398,63,2.9,0.643,1.1,2.8,0.3,0.4,0.4,1.2,0.315,0.463,10.3,0.1,-1.2,0.058,0.6,0.475,113.0,10.4,0.753,3.7,7.7,1.5,2.0,1.6,3.9,0.418
1501,4389,4389,/players/t/thomach01.html,Charles Thomas,1992,1992,G,Eastern Michigan,6-3,175.0,"October 3, 1969",0.353,36,1.3,0.667,0.5,1.4,0.3,0.4,0.1,0.5,0.118,0.373,6.1,-0.2,-7.2,-0.042,-0.1,0.447,109.0,6.5,0.742,2.3,5.1,0.8,1.1,1.1,2.9,0.361
1502,4392,4392,/players/t/thomais02.html,Isaiah Thomas,2012,2022,G,Washington,5-9,185.0,"February 7, 1989",0.434,550,17.7,0.872,5.8,13.3,4.3,4.9,1.9,5.2,0.362,0.506,19.6,16.1,2.1,0.14,45.3,0.426,105.0,16.4,0.713,5.3,12.4,4.3,6.0,1.6,4.8,0.325
1503,4394,4394,/players/t/thomaja01.html,Jamel Thomas,2000,2001,F,Providence,6-6,215.0,"March 25, 1973",0.378,12,2.5,1.0,1.2,3.1,0.1,0.1,0.1,0.5,0.167,0.392,4.6,-0.2,-7.7,-0.123,-0.3,0.413,124.0,15.9,0.736,5.5,13.3,3.3,4.5,1.6,4.7,0.342
1504,4398,4398,/players/t/thomajo02.html,John Thomas,1998,2006,F,Minnesota,6-9,265.0,"September 8, 1975",0.502,208,2.7,0.591,1.1,2.1,0.5,0.9,0.0,0.0,0.0,0.502,9.4,-1.4,-4.4,0.067,3.2,0.496,124.0,7.1,0.536,2.8,5.7,1.5,2.8,0.0,0.0,0.0
1505,4399,4399,/players/t/thomake01.html,Kenny Thomas,2000,2010,F,New Mexico,6-7,261.0,"July 25, 1977",0.465,632,9.3,0.699,3.7,7.9,1.9,2.7,0.1,0.4,0.244,0.471,13.9,3.1,-1.3,0.086,31.2,0.537,123.0,15.7,0.74,5.4,10.1,4.3,5.9,0.5,1.5,0.353
1506,4400,4400,/players/t/thomakh01.html,Khyri Thomas,2019,2021,G,Creighton,6-3,210.0,"May 8, 1996",0.388,39,4.1,0.75,1.5,3.9,0.5,0.6,0.6,1.9,0.316,0.467,11.4,-0.1,-2.7,0.058,0.5,0.511,102.0,11.2,0.719,4.2,8.2,1.5,2.1,1.3,3.2,0.406
1507,4401,4401,/players/t/thomaku01.html,Kurt Thomas,1996,2013,F,TCU,6-9,230.0,"October 4, 1972",0.486,1110,8.1,0.76,3.5,7.1,1.2,1.5,0.0,0.0,0.281,0.487,13.9,8.6,-0.8,0.114,64.2,0.524,87.0,17.4,0.682,6.6,12.7,3.9,5.7,0.2,0.7,0.25
1508,4403,4403,/players/t/thomama01.html,Malcolm Thomas,2012,2015,F,"Pepperdine, San Diego State",6-9,225.0,"November 8, 1988",0.435,40,1.9,0.6,0.8,1.7,0.4,0.6,0.0,0.3,0.091,0.442,8.4,-0.3,-5.9,0.01,0.1,0.53,103.0,11.6,0.58,4.3,8.2,2.9,5.0,0.0,0.2,0.235
1509,4404,4404,/players/t/thomama02.html,Matt Thomas,2020,2022,G,Iowa State,6-4,190.0,"August 4, 1994",0.433,126,4.0,0.804,1.4,3.3,0.3,0.4,0.9,2.1,0.404,0.566,10.9,0.1,-1.8,0.078,2.0,0.427,138.0,8.5,0.815,2.9,6.7,0.9,1.1,1.8,4.6,0.401
1510,4407,4407,/players/t/thomati01.html,Tim Thomas,1998,2010,F,Villanova,6-10,230.0,"February 26, 1977",0.437,824,11.5,0.758,4.2,9.6,1.9,2.5,1.2,3.2,0.369,0.497,14.0,6.4,-0.8,0.079,35.2,0.45,32.0,16.9,0.796,5.8,13.0,3.8,4.8,1.5,4.4,0.336
1511,4408,4408,/players/t/thomaty01.html,Tyrus Thomas,2007,2015,F,LSU,6-9,215.0,"August 17, 1986",0.438,402,7.7,0.732,2.9,6.5,2.0,2.7,0.0,0.1,0.235,0.439,14.8,1.7,-1.2,0.078,13.0,0.608,32.0,12.3,0.657,4.8,7.8,2.8,4.3,0.0,0.0,1.0
1512,4410,4410,/players/t/thomptr02.html,Trey Thompkins,2012,2012,F,Georgia,6-10,245.0,"May 20, 1990",0.393,24,2.4,0.714,1.0,2.5,0.2,0.3,0.2,0.5,0.308,0.426,12.0,-0.1,-5.7,0.004,0.0,0.469,89.0,15.7,0.729,6.0,12.8,2.8,3.8,0.9,2.5,0.357
1513,4413,4413,/players/t/thompbr01.html,Brooks Thompson,1995,1998,G,"Texas A&M, Oklahoma State",6-4,193.0,"July 19, 1970",0.409,168,4.5,0.647,1.7,4.0,0.3,0.5,0.9,2.4,0.376,0.519,13.4,0.2,-1.5,0.057,2.0,0.441,123.0,13.6,0.753,4.6,10.4,2.3,3.0,2.2,5.5,0.4
1514,4416,4416,/players/t/thompdi01.html,Dijon Thompson,2006,2007,G-F,UCLA,6-7,195.0,"February 23, 1983",0.425,16,2.8,0.875,1.1,2.5,0.4,0.5,0.3,0.8,0.308,0.475,16.4,0.0,-0.5,0.102,0.2,0.464,117.0,12.5,0.781,4.6,10.0,2.1,2.7,1.1,3.1,0.362
1515,4418,4418,/players/t/thompho01.html,Hollis Thompson,2014,2017,G-F,Georgetown,6-8,206.0,"April 3, 1991",0.413,265,7.7,0.707,2.8,6.8,0.8,1.1,1.4,3.6,0.386,0.514,9.6,-1.3,-2.8,0.048,6.5,0.478,99.0,8.7,0.676,3.1,6.5,1.2,1.7,1.3,2.9,0.44
1516,4420,4420,/players/t/thompja02.html,Jason Thompson,2009,2016,F-C,Rider University,6-11,250.0,"July 21, 1986",0.496,588,8.9,0.657,3.6,7.2,1.7,2.5,0.0,0.1,0.143,0.497,13.5,-2.4,-2.6,0.077,23.8,0.526,122.0,16.7,0.667,6.2,11.8,4.0,6.0,0.2,0.8,0.291
1517,4422,4422,/players/t/thompke01.html,Kevin Thompson,1994,1994,C-F,NC State,6-11,260.0,"February 7, 1971",0.429,14,0.9,0.5,0.4,1.0,0.1,0.1,0.0,0.1,0.0,0.429,4.9,-0.1,-8.1,-0.016,0.0,0.588,118.0,10.6,0.563,4.5,7.6,1.6,2.8,0.0,0.1,0.143
1518,4423,4423,/players/t/thompkl01.html,Klay Thompson,2012,2022,G-F,Washington State,6-6,215.0,"February 8, 1990",0.458,647,19.5,0.849,7.4,16.1,1.9,2.2,3.0,7.1,0.417,0.55,16.4,14.9,0.8,0.11,48.5,0.424,98.0,17.9,0.827,6.1,14.4,3.2,3.9,2.5,6.3,0.39
1519,4428,4428,/players/t/thompst01.html,Stephen Thompson,1992,1992,G,Syracuse,6-4,185.0,"December 2, 1968",0.378,19,1.6,0.375,0.7,1.9,0.2,0.4,0.0,0.1,0.0,0.378,11.5,0.0,-3.0,-0.014,0.0,0.56,144.0,13.6,0.527,5.6,9.9,2.3,4.3,0.2,0.6,0.302
1520,4430,4430,/players/t/thorjt01.html,JT Thor,2022,2022,F,Auburn,6-10,205.0,"August 26, 2002",0.436,33,2.0,0.6,0.7,1.7,0.4,0.6,0.2,0.8,0.259,0.5,9.7,-0.1,-3.0,0.058,0.3,0.44,27.0,9.4,0.741,3.1,7.1,2.3,3.1,0.8,2.7,0.297
1521,4433,4433,/players/t/thornal01.html,Al Thornton,2008,2011,F,Florida State,6-8,220.0,"December 7, 1983",0.452,296,11.9,0.747,4.6,10.2,2.4,3.2,0.3,0.9,0.293,0.465,12.3,-3.2,-3.5,0.035,6.1,0.528,124.0,12.3,0.701,4.4,8.3,3.0,4.2,0.5,1.2,0.438
1522,4436,4436,/players/t/thornma01.html,Marcus Thornton,2010,2017,G,LSU,6-4,205.0,"June 5, 1987",0.425,483,11.9,0.83,4.4,10.4,1.6,1.9,1.5,4.2,0.358,0.498,15.5,6.2,0.2,0.085,20.0,0.455,66.0,20.4,0.771,7.1,15.6,3.7,4.8,2.5,6.7,0.382
1523,4437,4437,/players/t/thornsi01.html,Sindarius Thornwell,2018,2021,G,South Carolina,6-4,215.0,"November 15, 1994",0.407,160,2.5,0.672,0.9,2.1,0.6,0.8,0.2,0.6,0.34,0.459,7.6,-0.5,-3.1,0.032,1.1,0.392,132.0,14.7,0.771,4.5,11.5,4.3,5.6,1.4,4.0,0.339
1524,4442,4442,/players/t/thybuma01.html,Matisse Thybulle,2020,2022,G,Washington,6-5,201.0,"March 4, 1997",0.45,196,4.8,0.657,1.9,4.1,0.3,0.5,0.7,2.3,0.324,0.54,10.5,3.3,1.1,0.099,8.8,0.429,135.0,9.2,0.782,3.3,7.6,1.3,1.6,1.4,4.0,0.358
1525,4445,4445,/players/t/tilliki02.html,Killian Tillie,2021,2022,F,Gonzaga,6-9,220.0,"March 5, 1998",0.337,54,3.2,0.737,1.1,3.4,0.3,0.4,0.7,2.2,0.311,0.438,7.9,-0.2,-3.0,0.057,0.8,0.548,108.0,9.5,0.75,3.6,6.5,1.4,1.8,1.0,2.2,0.444
1526,4447,4447,/players/t/tillmxa01.html,Xavier Tillman Sr.,2021,2022,F,Michigan State,6-8,245.0,"January 12, 1999",0.515,112,5.7,0.645,2.4,4.6,0.7,1.1,0.3,1.0,0.281,0.546,14.9,1.0,0.2,0.125,4.6,0.582,105.0,8.7,0.695,3.3,5.7,1.9,2.7,0.2,0.7,0.273
1527,4450,4450,/players/t/tinslja01.html,Jamaal Tinsley,2002,2014,G,Iowa State,6-3,195.0,"February 28, 1978",0.393,547,8.5,0.716,3.2,8.2,1.3,1.9,0.7,2.4,0.299,0.437,13.6,7.1,0.0,0.057,17.2,0.388,68.0,12.5,0.685,4.2,10.8,3.4,4.9,0.8,2.3,0.327
1528,4457,4457,/players/t/tollian01.html,Anthony Tolliver,2009,2021,F-C,Creighton,6-8,240.0,"June 1, 1985",0.414,730,6.1,0.771,2.0,4.8,0.9,1.2,1.2,3.2,0.373,0.537,10.9,3.2,-1.1,0.088,25.9,0.491,124.0,8.1,0.671,2.9,5.8,2.2,3.3,0.2,0.5,0.333
1529,4466,4466,/players/t/toppiob01.html,Obi Toppin,2021,2022,F,Dayton,6-9,220.0,"March 4, 1998",0.521,134,6.7,0.753,2.6,5.1,0.8,1.1,0.6,1.9,0.307,0.578,16.3,1.5,1.0,0.137,5.5,0.647,64.0,17.1,0.706,7.0,10.8,2.5,3.6,0.7,1.6,0.417
1530,4470,4470,/players/t/toscaju01.html,Juan Toscano-Anderson,2020,2022,F,Marquette,6-6,209.0,"April 10, 1993",0.523,139,4.8,0.613,1.9,3.6,0.5,0.8,0.5,1.5,0.361,0.595,11.6,1.0,-0.4,0.105,5.2,0.421,121.0,3.8,0.593,1.4,3.4,0.7,1.2,0.3,0.9,0.289
1531,4475,4475,/players/t/towerke01.html,Keith Tower,1994,1997,C-F,Notre Dame,6-11,250.0,"May 15, 1970",0.429,53,1.8,0.556,0.7,1.7,0.4,0.7,0.0,0.0,0.0,0.429,5.9,-0.5,-6.8,0.0,0.0,0.434,117.0,4.4,0.573,1.8,4.0,0.9,1.5,0.0,0.0,0.0
1532,4478,4478,/players/t/townska01.html,Karl-Anthony Towns,2016,2022,C-F,Kentucky,6-11,248.0,"November 15, 1995",0.527,482,23.2,0.833,8.6,16.2,4.4,5.3,1.6,4.1,0.397,0.577,24.7,28.3,4.8,0.193,66.1,0.566,39.0,10.3,0.813,3.7,6.6,2.8,3.4,0.1,0.2,0.25
1533,4482,4482,/players/t/traylro01.html,Robert Traylor,1999,2005,F,Michigan,6-8,284.0,"February 1, 1977",0.474,438,4.8,0.577,1.9,4.1,0.9,1.6,0.0,0.1,0.167,0.475,14.5,0.7,-1.6,0.102,13.3,0.566,91.0,13.3,0.545,5.5,9.6,2.4,4.4,0.0,0.0,0.0
1534,4483,4483,/players/t/trentga01.html,Gary Trent,1996,2004,F,Ohio University,6-8,250.0,"September 22, 1974",0.501,506,8.6,0.643,3.5,7.1,1.5,2.4,0.0,0.1,0.08,0.501,15.9,2.4,-1.0,0.113,23.2,0.573,93.0,22.7,0.687,8.6,14.9,5.4,7.8,0.2,0.7,0.246
1535,4484,4484,/players/t/trentga02.html,Gary Trent Jr.,2019,2022,G,Duke,6-5,209.0,"January 18, 1999",0.416,204,13.5,0.82,4.8,11.6,1.5,1.8,2.4,6.2,0.389,0.52,13.2,1.6,-0.9,0.081,9.6,0.415,37.0,14.5,0.876,4.8,11.5,2.3,2.6,2.6,6.5,0.402
1536,4485,4485,/players/t/trepaje01.html,Jeff Trepagnier,2002,2004,G,USC,6-4,200.0,"July 11, 1979",0.337,31,2.8,0.7,1.1,3.3,0.5,0.6,0.2,0.4,0.462,0.366,9.5,-0.1,-2.8,-0.038,-0.2,0.471,106.0,10.6,0.659,4.1,8.6,1.9,2.9,0.6,1.9,0.298
1537,4487,4487,/players/t/trieral01.html,Allonzo Trier,2019,2020,G,Arizona,6-4,200.0,"January 17, 1996",0.454,88,9.7,0.801,3.2,7.1,2.4,3.0,0.8,2.1,0.384,0.51,12.5,-0.3,-2.7,0.039,1.4,0.479,78.0,16.8,0.827,5.1,10.6,4.7,5.7,1.8,4.9,0.378
1538,4497,4497,/players/t/tuckeal02.html,Alando Tucker,2008,2010,F,Wisconsin,6-6,205.0,"February 11, 1984",0.423,51,4.1,0.783,1.5,3.6,0.9,1.2,0.2,0.7,0.294,0.451,13.0,-0.3,-4.5,0.045,0.4,0.48,134.0,16.5,0.636,6.0,12.4,3.9,6.1,0.8,2.5,0.307
1539,4498,4498,/players/t/tuckean01.html,Anthony Tucker,1995,1995,F,"Georgetown, Wake Forest",6-8,220.0,"April 4, 1969",0.457,62,3.9,0.614,1.5,3.4,0.8,1.3,0.0,0.0,0.0,0.457,9.2,-0.3,-3.1,0.03,0.6,0.486,113.0,10.5,0.655,4.3,8.8,1.8,2.8,0.1,0.3,0.25
1540,4500,4500,/players/t/tuckepj01.html,P.J. Tucker,2007,2022,F,Texas,6-5,245.0,"May 5, 1985",0.425,777,7.1,0.748,2.6,6.1,0.9,1.2,1.0,2.9,0.364,0.511,10.3,7.2,-0.7,0.085,40.0,0.526,87.0,13.4,0.711,5.0,9.6,3.3,4.7,0.0,0.0,0.5
1541,4501,4501,/players/t/tuckera01.html,Rayjon Tucker,2020,2022,F,"Florida Gulf Coast, Little Rock",6-3,209.0,"September 24, 1997",0.5,39,3.0,0.776,0.9,1.8,1.0,1.3,0.2,0.7,0.31,0.564,12.8,-0.1,-3.2,0.129,0.8,0.505,98.0,11.0,0.756,3.4,6.7,3.0,4.0,1.2,2.8,0.414
1542,4503,4503,/players/t/turiaro01.html,Ronny Turiaf,2006,2015,F,Gonzaga,6-10,249.0,"January 13, 1983",0.533,473,4.7,0.636,1.8,3.4,1.1,1.7,0.0,0.0,0.0,0.533,13.8,4.7,0.3,0.115,19.2,0.518,127.0,13.6,0.715,4.2,8.2,5.1,7.1,0.0,0.1,0.222
1543,4509,4509,/players/t/turneev01.html,Evan Turner,2011,2020,G,Ohio State,6-6,220.0,"October 27, 1988",0.434,705,9.7,0.782,3.9,9.0,1.5,1.9,0.4,1.3,0.294,0.455,11.9,0.5,-1.9,0.051,20.2,0.502,101.0,15.0,0.758,5.3,10.6,3.8,5.0,0.5,1.5,0.362
1544,4517,4517,/players/t/turnemy01.html,Myles Turner,2016,2022,C-F,Texas,6-11,250.0,"March 24, 1996",0.489,431,12.7,0.768,4.8,9.8,2.2,2.9,0.9,2.6,0.349,0.535,16.8,8.2,0.6,0.127,32.8,0.455,34.0,10.1,0.839,3.4,7.6,2.8,3.3,0.5,1.8,0.274
1545,4522,4522,/players/t/tylerbj01.html,B.J. Tyler,1995,1995,G,"DePaul, Texas",6-1,185.0,"April 30, 1971",0.381,55,3.5,0.7,1.3,3.4,0.6,0.9,0.3,0.9,0.314,0.423,8.5,-0.6,-5.0,-0.039,-0.7,0.435,93.0,16.7,0.741,5.7,13.0,3.0,4.1,2.4,6.5,0.361
1546,4526,4526,/players/u/ubileed01.html,Edwin Ubiles,2012,2012,G,Siena College,6-6,204.0,"November 26, 1986",0.278,4,3.5,1.0,1.3,4.5,0.8,0.8,0.3,1.3,0.2,0.306,7.3,0.0,-3.9,-0.026,0.0,0.497,131.0,14.8,0.672,6.0,12.1,2.0,3.0,0.8,2.2,0.353
1547,4527,4527,/players/u/udohek01.html,Ekpe Udoh,2011,2019,C-F,"Michigan, Baylor",6-10,245.0,"May 20, 1987",0.453,384,3.5,0.718,1.4,3.0,0.8,1.1,0.0,0.0,0.0,0.453,12.0,0.8,-1.4,0.088,10.4,0.472,103.0,8.4,0.649,3.3,7.0,1.6,2.5,0.1,0.4,0.289
1548,4528,4528,/players/u/udokaim01.html,Ime Udoka,2004,2011,F,"San Francisco, Portland State",6-6,215.0,"August 9, 1977",0.417,316,5.2,0.705,1.9,4.7,0.6,0.8,0.7,1.9,0.356,0.492,10.8,1.9,-0.7,0.074,8.8,0.377,45.0,8.5,0.717,2.7,7.2,2.4,3.4,0.6,2.0,0.283
1549,4531,4531,/players/u/ulisty01.html,Tyler Ulis,2017,2019,G,Kentucky,5-10,160.0,"January 5, 1996",0.403,133,7.5,0.808,3.0,7.4,1.0,1.3,0.5,1.7,0.28,0.435,11.3,-1.1,-3.6,0.008,0.5,0.427,72.0,11.3,0.846,3.6,8.4,2.9,3.4,1.2,3.3,0.371
1550,4535,4535,/players/u/uthofja01.html,Jarrod Uthoff,2017,2020,F,Iowa,6-9,221.0,"May 19, 1993",0.411,16,3.7,0.778,1.4,3.5,0.4,0.6,0.4,1.1,0.333,0.464,12.3,0.0,-3.0,0.062,0.2,0.45,100.0,13.0,0.795,4.6,10.2,2.5,3.1,1.4,3.6,0.383
1551,4536,4536,/players/u/uzohbe01.html,Ben Uzoh,2011,2012,G,Tulsa,6-3,205.0,"March 19, 1988",0.395,60,4.0,0.587,1.6,4.1,0.7,1.3,0.1,0.2,0.333,0.401,13.0,0.3,-0.8,0.044,0.7,0.454,141.0,13.8,0.782,4.7,10.3,3.3,4.2,1.2,3.5,0.349
1552,4540,4540,/players/v/valende01.html,Denzel Valentine,2017,2022,G,Michigan State,6-4,220.0,"November 16, 1993",0.394,256,7.0,0.787,2.7,6.8,0.3,0.4,1.4,3.9,0.36,0.498,10.6,0.2,-1.9,0.044,4.5,0.442,144.0,11.4,0.779,4.0,9.1,1.5,2.0,1.8,4.5,0.408
1553,4545,4545,/players/v/vanexni01.html,Nick Van Exel,1994,2006,G,"Trinity Valley CC, Cincinnati",6-1,170.0,"November 27, 1971",0.405,880,14.4,0.794,5.3,13.0,2.1,2.7,1.7,4.9,0.357,0.471,15.8,17.7,0.4,0.093,55.9,0.409,65.0,15.2,0.701,5.3,12.9,2.4,3.4,2.3,6.3,0.358
1554,4546,4546,/players/v/vanhoke01.html,Keith Van Horn,1998,2006,F,Utah,6-10,220.0,"October 23, 1975",0.443,575,16.0,0.835,5.9,13.3,3.2,3.8,1.0,2.9,0.361,0.482,16.8,9.6,0.1,0.11,41.7,0.522,122.0,20.8,0.851,7.3,14.0,4.5,5.3,1.7,4.2,0.401
1555,4549,4549,/players/v/vanvlfr01.html,Fred VanVleet,2017,2022,G,Wichita State,6-1,197.0,"February 25, 1994",0.404,348,13.7,0.86,4.6,11.5,2.1,2.4,2.3,6.0,0.382,0.504,16.0,10.8,2.3,0.127,26.0,0.426,141.0,10.2,0.805,3.3,7.7,2.6,3.3,1.0,2.6,0.386
1556,4551,4551,/players/v/vandelo01.html,Logan Vander Velden,1996,1996,F,Green Bay,6-8,215.0,"April 3, 1971",0.214,15,0.6,0.75,0.2,0.9,0.2,0.3,0.0,0.3,0.0,0.214,1.8,-0.1,-13.9,-0.124,-0.1,0.502,112.0,7.3,0.789,2.8,5.6,1.2,1.5,0.4,1.1,0.375
1557,4552,4552,/players/v/vandeja01.html,Jarred Vanderbilt,2019,2022,F,Kentucky,6-9,214.0,"April 3, 1999",0.591,166,5.4,0.616,2.2,3.8,0.9,1.5,0.0,0.1,0.143,0.594,15.5,1.5,-0.1,0.14,9.1,0.426,14.0,5.9,0.632,2.1,4.9,1.7,2.7,0.0,0.1,0.0
1558,4556,4556,/players/v/vanteda01.html,David Vanterpool,2001,2001,G,St. Bonaventure,6-5,200.0,"March 31, 1973",0.418,22,5.5,0.6,2.1,5.0,1.4,2.3,0.0,0.3,0.0,0.418,10.9,-0.2,-3.7,0.0,0.0,0.428,112.0,13.2,0.73,4.2,9.8,3.8,5.3,0.9,2.9,0.325
1559,4560,4560,/players/v/vasqugr01.html,Greivis Vásquez,2011,2017,G,Maryland,6-6,217.0,"January 16, 1987",0.418,401,9.0,0.817,3.4,8.2,1.1,1.3,1.0,2.9,0.349,0.48,13.7,1.8,-1.2,0.064,12.6,0.425,136.0,16.0,0.828,5.5,13.0,3.2,3.9,1.7,5.1,0.329
1560,4561,4561,/players/v/vassede01.html,Devin Vassell,2021,2022,G-F,Florida State,6-5,200.0,"August 23, 2000",0.421,133,9.1,0.84,3.4,8.0,0.9,1.1,1.4,4.0,0.357,0.509,12.4,0.8,-0.9,0.077,4.8,0.475,63.0,8.4,0.72,3.1,6.6,1.1,1.5,1.1,2.7,0.417
1561,4564,4564,/players/v/vaughda02.html,David Vaughn,1996,1999,F,Memphis,6-9,240.0,"March 23, 1973",0.423,118,2.9,0.638,1.2,2.7,0.6,0.9,0.0,0.0,0.0,0.423,10.1,-1.3,-6.4,0.026,0.6,0.486,92.0,14.2,0.749,5.4,11.1,3.2,4.3,0.2,0.5,0.333
