,index,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NBA_PER,NBA_vorp,NBA_bpm,NBA_ws_per_48,NBA_ws,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
164,441,441,/players/b/bouknja01.html,James Bouknight,2022,2022,G,UConn,6-5,190.0,"September 18, 2000",0.348,31,4.6,0.871,1.6,4.5,0.9,1.0,0.5,1.6,0.347,0.408,10.1,-0.4,-7.1,0.001,0.0,0.456,43.0,15.0,0.802,5.3,11.5,3.4,4.2,1.1,3.4,0.32
165,444,444,/players/b/bowdlca01.html,Cal Bowdler,2000,2002,F,Old Dominion,6-10,245.0,"March 31, 1977",0.404,142,3.0,0.768,1.1,2.8,0.7,0.9,0.0,0.1,0.182,0.407,11.3,-0.4,-3.2,0.061,1.8,0.451,118.0,8.6,0.625,3.1,6.8,2.2,3.5,0.3,1.2,0.264
166,446,446,/players/b/bowenbr01.html,Bruce Bowen,1997,2009,F,Cal State Fullerton,6-7,185.0,"June 14, 1971",0.409,873,6.1,0.575,2.2,5.5,0.7,1.2,0.9,2.4,0.393,0.494,8.2,7.2,-0.8,0.086,42.9,0.433,101.0,11.4,0.695,3.8,8.8,3.4,4.9,0.4,1.5,0.283
167,447,447,/players/b/bowenry01.html,Ryan Bowen,2000,2010,F,Iowa,6-7,215.0,"November 20, 1975",0.456,507,2.6,0.693,1.1,2.4,0.4,0.6,0.0,0.1,0.206,0.462,10.5,2.0,-0.8,0.092,12.4,0.575,120.0,9.1,0.685,3.3,5.8,2.4,3.4,0.2,0.4,0.375
168,452,452,/players/b/bowmair01.html,Ira Bowman,2000,2002,G,"Providence, Penn",6-5,195.0,"June 11, 1973",0.636,17,0.9,0.5,0.4,0.6,0.1,0.1,0.0,0.1,0.0,0.636,13.4,0.1,3.4,0.12,0.2,0.502,98.0,9.4,0.681,3.3,6.6,2.3,3.4,0.4,1.2,0.348
169,453,453,/players/b/bowmaky01.html,Ky Bowman,2020,2020,G,Boston College,6-1,187.0,"June 16, 1997",0.417,45,7.4,0.829,3.0,7.1,0.8,0.9,0.7,2.4,0.308,0.469,9.1,-0.6,-4.3,-0.003,-0.1,0.433,98.0,16.9,0.762,5.9,13.6,2.9,3.9,2.3,5.8,0.388
170,455,455,/players/b/boycedo01.html,Donnie Boyce,1996,1997,G,Colorado,6-5,196.0,"September 2, 1973",0.349,30,2.6,0.5,1.0,2.9,0.4,0.9,0.2,0.8,0.25,0.384,9.3,-0.1,-4.9,-0.064,-0.3,0.421,107.0,18.6,0.666,6.5,15.4,4.5,6.7,1.2,3.9,0.308
171,459,459,/players/b/boykiea01.html,Earl Boykins,1999,2012,G,Eastern Michigan,5-5,135.0,"June 2, 1976",0.417,652,8.9,0.876,3.2,7.6,1.9,2.2,0.6,1.7,0.348,0.455,15.7,6.5,0.0,0.096,26.0,0.439,122.0,18.1,0.803,6.2,14.2,4.2,5.2,1.5,4.2,0.353
172,462,462,/players/b/bozemce01.html,Cedric Bozeman,2007,2007,G,UCLA,6-6,207.0,"March 7, 1983",0.282,23,1.1,0.333,0.5,1.7,0.1,0.3,0.1,0.6,0.154,0.308,-0.1,-0.3,-7.3,-0.077,-0.3,0.435,106.0,6.6,0.584,2.6,5.9,1.0,1.8,0.4,1.3,0.321
173,464,464,/players/b/brackcr01.html,Craig Brackins,2011,2012,F,Iowa State,6-10,230.0,"October 9, 1987",0.265,17,1.8,0.5,0.8,2.9,0.1,0.1,0.2,0.8,0.214,0.296,3.1,-0.2,-9.9,-0.089,-0.2,0.445,96.0,16.0,0.726,6.0,13.4,3.4,4.7,0.7,2.5,0.292
174,468,468,/players/b/bradlav01.html,Avery Bradley,2011,2022,G,Texas,6-3,180.0,"November 26, 1990",0.434,660,11.0,0.783,4.4,10.2,0.9,1.1,1.3,3.6,0.365,0.498,10.7,-1.8,-2.4,0.045,17.2,0.432,34.0,11.6,0.545,4.7,10.8,1.1,1.9,1.2,3.3,0.375
175,475,475,/players/b/bradlmi01.html,Michael Bradley,2002,2006,F-C,"Kentucky, Villanova",6-10,245.0,"April 18, 1979",0.477,173,2.8,0.511,1.3,2.6,0.3,0.5,0.0,0.1,0.143,0.479,11.3,-1.0,-4.0,0.047,2.0,0.677,100.0,10.9,0.541,4.4,6.5,1.9,3.6,0.1,0.3,0.353
176,476,476,/players/b/bradlsh01.html,Shawn Bradley,1994,2005,C,BYU,7-6,235.0,"March 22, 1972",0.457,832,8.1,0.716,3.3,7.1,1.6,2.2,0.0,0.0,0.103,0.457,16.0,8.9,-0.2,0.1,40.7,0.518,34.0,14.8,0.692,5.5,10.6,3.8,5.4,0.0,0.0,1.0
177,484,484,/players/b/brandte01.html,Terrell Brandon,1992,2002,G,Oregon,5-11,180.0,"May 20, 1970",0.448,724,13.8,0.873,5.4,12.0,2.5,2.8,0.5,1.5,0.355,0.471,19.7,30.3,3.6,0.147,65.9,0.484,57.0,22.2,0.81,8.1,16.8,4.5,5.5,1.4,3.7,0.38
178,488,488,/players/b/brantja01.html,Jarrell Brantley,2020,2021,F,College of Charleston,6-5,250.0,"June 7, 1996",0.438,37,2.4,0.75,0.9,2.2,0.1,0.1,0.4,1.1,0.366,0.531,13.1,0.1,-0.6,0.099,0.5,0.487,123.0,15.6,0.768,5.6,11.6,3.4,4.4,0.9,2.6,0.353
179,492,492,/players/b/brazdig01.html,Ignas Brazdeikis,2020,2022,F,Michigan,6-6,221.0,"January 8, 1999",0.416,64,5.0,0.686,1.9,4.6,0.5,0.8,0.6,1.9,0.315,0.483,9.6,-0.6,-4.9,0.024,0.4,0.462,37.0,14.8,0.773,5.1,11.0,3.1,4.1,1.5,3.9,0.392
180,493,493,/players/b/breauti01.html,Tim Breaux,1995,1998,F,Wyoming,6-7,215.0,"September 19, 1970",0.369,102,2.9,0.635,1.1,2.9,0.6,0.9,0.2,0.7,0.297,0.406,7.4,-0.9,-5.9,-0.012,-0.2,0.464,121.0,12.5,0.678,4.4,9.5,2.8,4.1,0.9,2.4,0.358
181,494,494,/players/b/bremejr01.html,J.R. Bremer,2003,2004,G,St. Bonaventure,6-2,185.0,"September 19, 1980",0.344,100,6.5,0.748,2.1,6.2,1.0,1.3,1.2,3.6,0.333,0.441,11.2,0.2,-1.6,0.062,2.5,0.403,112.0,15.5,0.752,4.9,12.2,3.6,4.8,2.0,6.0,0.333
182,498,498,/players/b/breweco01.html,Corey Brewer,2008,2020,F-G,Florida,6-9,186.0,"March 5, 1986",0.425,819,8.7,0.713,3.3,7.7,1.5,2.1,0.6,2.2,0.284,0.465,11.8,2.0,-1.6,0.058,22.5,0.48,108.0,11.3,0.708,4.0,8.2,2.5,3.6,0.9,2.6,0.356
183,499,499,/players/b/breweja01.html,Jamison Brewer,2002,2005,G,Auburn,6-4,184.0,"November 19, 1980",0.372,54,1.6,0.393,0.6,1.7,0.2,0.5,0.1,0.6,0.25,0.415,7.0,0.0,-2.4,-0.001,0.0,0.456,58.0,5.7,0.527,2.1,4.5,1.3,2.5,0.2,1.0,0.22
184,502,502,/players/b/brewero02.html,Ronnie Brewer,2007,2014,G-F,Arkansas,6-7,220.0,"March 20, 1985",0.49,502,7.8,0.675,3.1,6.3,1.5,2.2,0.2,0.7,0.254,0.505,14.4,10.6,1.6,0.127,30.4,0.462,90.0,15.7,0.671,5.5,11.9,3.6,5.4,1.2,3.4,0.34
185,508,508,/players/b/bridgmi01.html,Mikal Bridges,2019,2022,F-G,Villanova,6-6,209.0,"August 30, 1996",0.509,309,11.3,0.831,4.2,8.3,1.4,1.7,1.4,3.7,0.374,0.591,13.7,7.5,1.1,0.122,24.6,0.525,116.0,11.3,0.845,3.9,7.5,1.9,2.3,1.5,3.7,0.4
186,509,509,/players/b/bridgmi02.html,Miles Bridges,2019,2022,G-F,Michigan State,6-6,225.0,"March 21, 1998",0.473,291,13.4,0.809,5.0,10.7,1.8,2.2,1.5,4.3,0.346,0.543,14.8,3.8,-0.2,0.091,16.0,0.47,62.0,17.0,0.776,6.2,13.2,2.5,3.2,2.0,5.5,0.375
187,513,513,/players/b/briscis01.html,Isaiah Briscoe,2019,2019,G,Kentucky,6-3,215.0,"April 13, 1996",0.399,39,3.5,0.577,1.4,3.5,0.4,0.7,0.3,0.9,0.324,0.438,6.7,-0.4,-5.0,0.023,0.3,0.455,70.0,10.9,0.555,4.2,9.3,2.2,3.9,0.3,1.4,0.229
188,515,515,/players/b/brissos01.html,Oshae Brissett,2020,2022,F,Syracuse,6-7,210.0,"June 20, 1998",0.424,107,8.2,0.72,2.7,6.5,1.6,2.2,1.1,3.1,0.361,0.51,13.5,0.2,-1.7,0.09,4.1,0.371,71.0,13.7,0.736,4.4,11.7,3.8,5.2,1.2,3.9,0.307
189,521,521,/players/b/brockjo01.html,Jon Brockman,2010,2012,F,Washington,6-7,255.0,"March 20, 1987",0.488,150,2.1,0.618,0.8,1.6,0.6,0.9,0.0,0.0,0.0,0.488,10.3,-0.8,-3.9,0.113,3.7,0.534,131.0,13.8,0.612,5.5,10.3,2.8,4.6,0.0,0.0,0.0
